ID,Laptop_name,Price,URL,Reviews
PRD5K35YNHGTXK3,"Asus ExpertBook 14"" FHD i5-1135G7 8GB 256GB Intel Iris Xe Graphics Win10 Home",$549.99,https://www.walmart.ca//en/ip/Asus-ExpertBook-14-FHD-i5-1135G7-8GB-256GB-Intel-Iris-Xe-Graphics-Win10-Home/5K35YNHGTXK3?from=/search,0
6000206524632,"Asus Vivobook Go 15 15.6"" Laptop AMD Ryzen 3 7320U E1504FA-DB31-CA-SL",$609.99,https://www.walmart.ca//en/ip/asus-vivobook-go-15-156-laptop-amd-ryzen-3-7320u-e1504fa-db31-ca-sl-cool-silver/6000206524633?from=/search,4
PRD7HANFQ1M7HXJ,"Lenovo IdeaPad 3 14IGL05 81WH - Intel Pentium Silver N5030 / 1.1 GHz - Win 10 Home in S mode - UHD Graphics 605 - 4 GB RAM - 128 GB SSD NVMe - 14"" TN 1366 x 768 (HD) - Wi-Fi 5 - platinum gray - kbd: US",$499.99,https://www.walmart.ca//en/ip/Lenovo-IdeaPad-3-14IGL05-81WH-Intel-Pentium-Silver-N5030-1-1-GHz-Win-10-Home-S-mode-UHD-Graphics-605-4-GB-RAM-128-SSD-NVMe-14-TN-1366-x-768-HD-Wi-Fi-/7HANFQ1M7HXJ?from=/search,3
PRD3KU4ID06NBHN,"Notebook Computer,Laptop 15.6in for Intel HD Laptop Laptop High-End Performance",$514.29,https://www.walmart.ca//en/ip/Notebook-Computer-Laptop-15-6in-for-Intel-HD-Laptop-Laptop-High-End-Performance/3KU4ID06NBHN?from=/search,0
PRD64VUHG7EH9ZA,"HP 15"" Laptop Intel Pentium N5030 4GB 128GB SSD 10 hr Battery Black Windows 11",$389,https://www.walmart.ca//en/ip/HP-15-Laptop-Intel-Pentium-N5030-4GB-128GB-SSD-10-hr-Battery-Black-Windows-11/64VUHG7EH9ZA?from=/search,4
6000205735569,"Thomson Neo Notebook  15.6""",$229.98,https://www.walmart.ca//en/ip/thomson-neo-notebook-156-silver/6000205735570?from=/search,2
6000205734820,"Thomson Neo Notebook  17,3 """,$389.98,https://www.walmart.ca//en/ip/thomson-neo-notebook-173-silver/6000205734821?from=/search,2
PRD3EC8JCVASPJC,Business Class Laptop HP EliteBook 820 G2 NoteBook 12.5 inch Intel Core i5 5300U upto Max Turbo Frequency 2.9GHz 16GB RAM 512GB SSD Windows 10 Pro WiFi Display port A Grade,$552.99,https://www.walmart.ca//en/ip/Business-Class-Laptop-HP-EliteBook-820-G2-NoteBook-12-5-inch-Intel-Core-i5-5300U-upto-Max-Turbo-Frequency-2-9GHz-16GB-RAM-512GB-SSD-Windows-10-Pro-Wi/3EC8JCVASPJC?from=/search,0
6000206481489,HP 17.3-inch Laptop PC 17-CN3010CA,$999.98,https://www.walmart.ca//en/ip/hp-173-inch-laptop-pc-17-cn3010ca-natural-silver/6000206481490?from=/search,5
6000206481718,"Acer 3 Spin A3SP14-31PT-C3HE 14"" FHD+ IPS Touch  Laptop Intel N100",$549.98,https://www.walmart.ca//en/ip/acer-3-spin-a3sp14-31pt-c3he-14-fhd-ips-touch-laptop-intel-n100-4gb-ram-128gb-storage-pure-silver/6000206481719?from=/search,5
PRD1W3MLULN4VL5,"HP Stream 14-Inch Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb184nr, Rose Pink)",$464.93,https://www.walmart.ca//en/ip/HP-Stream-14-Inch-Laptop-Intel-Celeron-N4000-4-GB-RAM-32-eMMC-Windows-10-Home-S-Mode-With-Office-365-Personal-For-1-Year-14-cb184nr-Rose-Pink/1W3MLULN4VL5?from=/search,4
32T7QSNMA8N7,"Apple 2023 MacBook Air Laptop with M2 chip: 15.3-inch Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Starlight","$1,999",https://www.walmart.ca//en/ip/Apple-2023-MacBook-Air-Laptop-M2-chip-15-3-inch-Liquid-Retina-Display-8GB-Unified-Memory-512GB-SSD-Storage-1080p-FaceTime-HD-Camera-Touch-ID-Works-iP/78L44BBI0RHK?from=/search,0
PRD2TWIW8I7A7L2,ASUS VivoBook 15 X515 Thin and Light Laptop,$598.11,https://www.walmart.ca//en/ip/asus-vivobook-15-x515-thin-and-light-laptop-slate-grey/2TWIW8I7A7L2?from=/search,4
6000206482157,"HP 15-fc0030ca Laptop 15.6"" FHD IPS AMD Ryzen 5 7520U 16GB RAM 1TB SSD AMD Radeon Graphics Win 11 Natural silver",$999.98,https://www.walmart.ca//en/ip/hp-15-fc0030ca-laptop-156-fhd-ips-amd-ryzen-5-7520u-16gb-ram-1tb-ssd-amd-radeon-graphics-win-11-natural-silver-natural-silver/6000206482158?from=/search,2
6000206399536,Asus Vivobook 15 X515 15.6” Laptop Intel Core i3-1115G4 X515EA-WB31-CB,$599.98,https://www.walmart.ca//en/ip/asus-vivobook-15-x515-156-laptop-intel-core-i3-1115g4-x515ea-wb31-cb-slate-grey/6000206399537?from=/search,4
PRD3VICRNIIG32U,"Geo GeoBook 240 128GB SSD 8GB Ram 14.1"" FHD Laptop | Intel Pentium Silver Quad Core Processor",$219,https://www.walmart.ca//en/ip/Geo-GeoBook-240-128GB-SSD-8GB-Ram-14-1-FHD-Laptop-Intel-Pentium-Silver-Quad-Core-Processor/3VICRNIIG32U?from=/search,1
PRD724L96GJMPD1,"Asus X512DA-BTS2020RL 15.6"" Full HD Laptop",$419.97,https://www.walmart.ca//en/ip/Asus-X512DA-BTS2020RL-15-6-Full-HD-Laptop/724L96GJMPD1?from=/search,4
PRD1BON9OFS0A80,"Referbished HP EliteBook 840 G3 Notebook, 14"" FHD Display, Intel Core i5-6300U Upto 3.0GHz, 8GB RAM, 256GB SSD, VGA, DisplayPort, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro (8DZ57UT)",$579.99,https://www.walmart.ca//en/ip/Referbished-HP-EliteBook-840-G3-Notebook-14-FHD-Display-Intel-Core-i5-6300U-Upto-3-0GHz-8GB-RAM-256GB-SSD-VGA-DisplayPort-Card-Reader-Wi-Fi-Bluetooth/1BON9OFS0A80?from=/search,0
